date,energy,time_hours,time_period,moth
2014-04-28,0.392,6,AM,April
2014-05-24,0.845,7,AM,May
2014-11-02,0.529,7,AM,November
2014-12-05,0.37,1,PM,December
2014-05-22,0.314,8,AM,May
2014-03-03,0.396,12,PM,March
2014-07-29,1.018,3,PM,July
2014-09-11,0.235,10,AM,September
2014-11-09,0.36,9,AM,November
2014-10-21,0.132,3,AM,October
2014-03-28,0.32,4,PM,March
2014-02-06,1.109,5,AM,February
2014-03-09,0.451,12,PM,March
2014-09-21,0.399,10,AM,September
2014-10-28,0.594,7,AM,October
2014-07-27,0.842,3,AM,July
2014-03-04,0.176,4,AM,March
2014-05-06,1.05,5,PM,May
2014-09-20,1.021,6,PM,September
2014-10-11,1.156,6,PM,October
2014-10-30,0.324,11,PM,October
2014-10-06,0.385,9,PM,October
2014-07-02,0.97,8,AM,July
2014-04-08,0.108,1,PM,April
2014-10-03,1.048,7,PM,October
2014-09-24,1.361,7,PM,September
2014-12-06,1.96,7,PM,December
2014-06-07,1.325,6,AM,June
2014-10-13,0.983,6,PM,October
2014-12-18,0.484,11,AM,December
2014-06-11,0.396,2,AM,June
2014-03-07,0.368,4,PM,March
2014-10-13,0.806,6,AM,October
2014-06-05,0.299,3,AM,June
2014-04-22,0.125,11,AM,April
2014-09-18,1.322,8,PM,September
2014-12-28,1.059,5,PM,December
2014-03-21,0.186,2,AM,March
2014-09-22,1.424,7,PM,September
2014-03-31,0.278,4,PM,March
2014-05-28,0.179,2,AM,May
2014-05-11,1.325,7,PM,May
2014-02-10,0.648,12,PM,February
2014-09-30,0.737,7,AM,September
2014-09-14,0.526,6,AM,September
2014-03-06,0.365,3,PM,March
2014-10-06,0.113,3,AM,October
2014-07-21,0.422,2,AM,July
2014-02-19,0.442,10,AM,February
2014-04-27,0.169,12,PM,April
2014-10-27,0.336,12,PM,October
2014-04-17,0.166,9,PM,April
2014-04-14,0.053,1,AM,April
2014-07-25,0.422,3,AM,July
2014-07-13,2.707,7,AM,July
2014-01-19,2.88,6,PM,January
2014-07-15,3.456,8,PM,July
2014-10-31,0.327,11,AM,October
2014-02-02,0.324,1,AM,February
2014-08-01,2.462,7,PM,August
2014-03-12,1.598,7,PM,March
2014-02-16,0.328,4,AM,February
2014-12-09,0.524,4,PM,December
2014-04-29,0.24,7,AM,April
2014-10-10,0.276,1,PM,October
2014-04-05,0.196,12,PM,April
2014-07-10,0.437,4,AM,July
2014-03-05,0.926,5,PM,March
2014-12-10,1.386,6,AM,December
2014-09-24,0.794,6,PM,September
2014-04-10,0.104,4,PM,April
2014-09-03,0.504,9,PM,September
2014-05-15,0.528,9,PM,May
2014-09-30,0.216,9,AM,September
2014-01-04,1.53,5,PM,January
2014-07-03,1.397,9,PM,July
2014-09-24,0.221,9,AM,September
2014-07-05,1.714,11,AM,July
2014-10-26,0.616,3,PM,October
2014-04-06,0.085,1,AM,April
2014-04-06,0.312,8,AM,April
2014-03-26,0.163,4,AM,March
2014-07-21,0.389,1,AM,July
2014-01-02,2.256,6,AM,January
2014-08-18,0.49,2,PM,August
2014-07-14,0.95,4,PM,July
2014-02-24,1.465,5,AM,February
2014-07-12,0.842,3,AM,July
2014-06-26,0.576,2,PM,June
2014-01-02,2.352,6,PM,January
2014-10-05,0.929,7,PM,October
2014-09-25,0.294,8,AM,September
2014-12-15,0.451,12,PM,December
2014-10-23,0.491,7,AM,October
2014-04-17,0.338,6,AM,April
2014-03-19,0.259,12,AM,March
2014-04-04,0.05,2,AM,April
2014-03-26,0.34,12,PM,March
2014-06-07,2.624,8,PM,June
2014-03-05,0.291,10,AM,March
2014-09-18,0.144,3,AM,September
2014-07-09,1.21,9,PM,July
2014-10-19,0.189,4,AM,October
2014-08-04,0.708,11,AM,August
2014-07-21,0.95,10,AM,July
2014-03-27,0.291,8,AM,March
2014-09-20,0.172,3,AM,September
2014-08-22,1.656,6,AM,August
2014-04-24,0.203,9,PM,April
2014-05-31,1.339,7,PM,May
2014-06-14,0.589,5,AM,June
2014-07-22,0.806,8,AM,July
2014-05-17,0.626,9,AM,May
2014-10-27,0.686,5,PM,October
2014-11-08,0.697,6,PM,November
2014-04-15,0.127,3,PM,April
2014-11-09,0.403,2,PM,November
2014-07-21,1.32,12,PM,July
2014-08-16,0.461,9,PM,August
2014-08-14,0.389,4,PM,August
2014-01-11,1.08,1,PM,January
2014-04-02,0.528,8,PM,April
2014-02-28,0.421,9,AM,February
2014-03-19,0.171,3,AM,March
2014-01-29,0.336,3,AM,January
2014-03-01,0.269,5,AM,March
2014-08-23,1.114,6,AM,August
2014-06-12,2.765,8,PM,June
2014-05-07,0.358,10,AM,May
2014-01-22,1.2,9,PM,January
2014-10-18,0.486,4,PM,October
2014-01-16,4.068,7,PM,January
2014-01-12,1.566,9,AM,January
2014-01-03,0.564,12,AM,January
2014-01-20,0.84,3,PM,January
2014-01-15,0.348,3,AM,January
2014-04-12,0.24,12,AM,April
2014-05-02,1.003,5,AM,May
2014-03-12,0.152,2,AM,March
2014-12-02,1.654,8,PM,December
2014-02-04,0.48,4,PM,February
2014-03-10,1.293,8,PM,March
2014-04-08,0.403,6,AM,April
2014-12-17,0.242,4,AM,December
2014-12-30,0.733,9,PM,December
2014-02-05,0.528,1,PM,February
2014-09-09,0.855,5,AM,September
2014-04-25,0.48,8,PM,April
2014-12-22,0.387,1,PM,December
2014-10-20,0.374,9,PM,October
2014-05-08,1.408,8,PM,May
2014-11-04,0.259,10,PM,November
2014-12-04,1.617,6,PM,December
2014-02-03,0.516,12,PM,February
2014-02-04,0.528,1,PM,February
2014-08-17,1.901,8,PM,August
2014-11-20,0.072,2,AM,November
2014-06-18,0.378,1,AM,June
2014-05-26,0.298,1,PM,May
2014-02-13,1.307,5,AM,February
2014-05-01,0.346,2,PM,May
2014-12-07,0.393,5,AM,December
2014-01-21,0.648,3,PM,January
2014-11-12,0.674,6,PM,November
2014-10-15,0.632,5,PM,October
2014-01-18,3.24,7,PM,January
2014-10-19,0.309,11,PM,October
2014-08-09,0.437,9,PM,August
2014-02-15,0.349,2,AM,February
2014-09-22,0.315,11,AM,September
2014-11-27,0.211,8,AM,November
2014-08-30,1.841,8,AM,August
2014-11-01,0.392,6,AM,November
2014-03-29,0.221,3,AM,March
2014-01-24,4.212,7,PM,January
2014-02-21,0.516,11,AM,February
2014-04-07,0.098,1,PM,April
2014-03-16,0.384,11,PM,March
2014-07-23,1.066,10,AM,July
2014-12-13,1.94,7,PM,December
2014-04-13,0.202,9,PM,April
2014-04-21,0.1,12,AM,April
2014-07-24,3.65,5,PM,July
2014-06-22,1.188,10,AM,June
2014-08-21,0.571,1,PM,August
2014-10-01,0.096,4,AM,October
2014-09-25,0.133,2,AM,September
2014-06-16,0.785,4,PM,June
2014-04-04,0.051,1,AM,April
2014-03-27,0.278,10,AM,March
2014-04-10,0.131,10,PM,April
2014-07-31,0.413,1,AM,July
2014-10-06,0.197,3,PM,October
2014-04-07,0.171,11,PM,April
2014-02-26,0.582,11,PM,February
2014-12-13,2.277,6,PM,December
2014-06-03,3.082,8,PM,June
2014-02-08,0.346,5,AM,February
2014-03-27,0.959,5,AM,March
2014-11-11,0.2,1,PM,November
2014-05-16,1.421,8,PM,May
2014-04-03,0.1,4,PM,April
2014-11-29,0.462,5,PM,November
2014-05-02,0.986,6,PM,May
2014-01-09,0.84,10,AM,January
2014-06-17,2.974,6,PM,June
2014-03-21,0.163,4,AM,March
2014-01-30,0.44,2,AM,January
2014-09-22,0.185,12,AM,September
2014-08-13,0.606,10,PM,August
2014-03-11,0.165,4,AM,March
2014-05-30,1.071,5,PM,May
2014-08-30,1.285,3,PM,August
2014-09-16,0.141,1,AM,September
2014-05-11,1.411,8,PM,May
2014-01-02,1.07,11,PM,January
2014-06-23,0.72,10,PM,June
2014-11-20,0.158,12,AM,November
2014-02-03,2.311,7,PM,February
2014-03-05,0.256,3,PM,March
2014-04-25,0.081,9,AM,April
2014-02-15,0.562,9,PM,February
2014-12-15,0.7,9,PM,December
2014-10-22,0.216,2,PM,October
2014-06-10,2.277,5,AM,June
2014-01-06,2.52,6,PM,January
2014-03-28,0.342,2,PM,March
2014-02-25,0.67,9,PM,February
2014-08-14,1.248,5,PM,August
2014-04-30,0.055,4,AM,April
2014-07-15,1.114,2,PM,July
2014-03-07,0.554,10,PM,March
2014-11-26,0.136,9,AM,November
2014-06-18,1.274,9,PM,June
2014-10-12,0.485,12,AM,October
2014-05-28,0.176,4,AM,May
2014-02-18,0.36,9,AM,February
2014-03-16,0.204,2,AM,March
2014-05-09,0.174,3,AM,May
2014-08-13,0.209,3,AM,August
2014-06-09,0.619,10,AM,June
2014-10-22,0.142,4,AM,October
2014-07-08,0.634,12,AM,July
2014-03-18,0.942,5,AM,March
2014-03-27,0.271,12,AM,March
2014-11-24,0.144,10,AM,November
2014-11-19,0.182,10,PM,November
2014-10-28,0.18,12,AM,October
2014-02-06,2.268,7,PM,February
2014-07-07,1.056,10,AM,July
2014-02-02,0.403,5,AM,February
2014-10-23,0.262,2,PM,October
2014-01-24,0.424,3,AM,January
2014-08-22,0.384,9,PM,August
2014-01-10,0.864,9,PM,January
2014-10-10,0.255,12,PM,October
2014-01-29,3.552,8,PM,January
2014-11-22,0.227,11,AM,November
2014-07-23,1.068,10,PM,July
2014-03-19,0.358,3,PM,March
2014-07-14,0.95,8,AM,July
2014-06-28,1.156,11,AM,June
2014-04-21,0.23,7,AM,April
2014-11-19,0.127,9,AM,November
2014-09-26,0.326,12,PM,September
2014-09-13,0.445,12,PM,September
2014-07-21,1.26,11,AM,July
2014-11-30,0.266,11,PM,November
2014-02-20,1.613,8,PM,February
2014-05-05,0.174,4,AM,May
2014-01-13,2.136,6,AM,January
2014-08-04,1.825,5,PM,August
2014-05-11,0.266,2,AM,May
2014-07-09,1.056,3,PM,July
2014-05-16,0.326,10,AM,May
2014-09-02,0.792,5,PM,September
2014-11-09,0.826,6,PM,November
2014-10-08,0.202,3,PM,October
2014-02-04,1.294,5,AM,February
2014-05-12,0.226,12,AM,May
2014-08-05,0.192,4,AM,August
2014-05-21,0.25,9,AM,May
2014-10-05,0.562,4,PM,October
2014-04-04,0.508,7,PM,April
2014-11-28,0.2,8,AM,November
2014-01-21,0.412,3,AM,January
2014-11-08,0.454,4,PM,November
2014-08-20,0.983,7,AM,August
2014-04-08,0.122,2,PM,April
2014-01-28,1.19,10,PM,January
2014-04-03,0.161,12,PM,April
2014-08-02,0.335,1,AM,August
2014-10-14,0.345,12,PM,October
2014-03-30,0.245,1,AM,March
2014-07-28,0.389,3,AM,July
2014-05-11,0.842,9,AM,May
2014-10-28,0.814,6,AM,October
2014-12-28,0.33,2,AM,December
2014-12-01,0.6,11,PM,December
2014-09-13,0.333,10,PM,September
2014-10-25,1.22,7,PM,October
2014-03-10,0.576,7,AM,March
2014-05-06,1.318,8,PM,May
2014-07-17,4.339,8,PM,July
2014-12-17,0.605,12,PM,December
2014-11-19,0.536,6,PM,November
2014-06-29,2.621,8,AM,June
2014-11-11,0.082,4,AM,November
2014-12-21,0.733,9,PM,December
2014-08-31,0.295,5,AM,August
2014-08-14,0.821,9,PM,August
2014-07-22,1.075,1,PM,July
2014-03-24,1.178,8,PM,March
2014-12-05,0.343,12,AM,December
2014-08-15,0.324,12,AM,August
2014-01-20,0.84,10,PM,January
2014-08-11,0.252,1,AM,August
2014-07-01,1.056,8,AM,July
2014-11-20,0.171,8,AM,November
2014-05-20,1.472,8,PM,May
2014-06-24,0.41,4,AM,June
2014-09-19,0.118,2,AM,September
2014-06-21,0.864,9,PM,June
2014-10-07,0.185,12,AM,October
2014-06-23,2.786,7,PM,June
2014-06-09,0.873,12,PM,June
2014-03-30,1.056,7,AM,March
2014-03-04,0.476,11,AM,March
2014-01-07,0.752,2,PM,January
2014-08-13,0.446,10,AM,August
2014-11-22,0.159,1,AM,November
2014-05-12,0.371,1,PM,May
2014-09-29,0.154,3,AM,September
2014-05-02,0.221,12,AM,May
2014-09-13,1.273,6,PM,September
2014-12-29,0.444,2,PM,December
2014-07-23,0.538,1,AM,July
2014-11-24,0.131,9,AM,November
2014-02-23,1.944,7,PM,February
2014-06-01,0.47,4,AM,June
2014-10-27,0.354,11,PM,October
2014-01-21,0.702,12,AM,January
2014-12-27,0.861,4,PM,December
2014-08-08,1.67,8,PM,August
2014-05-04,0.437,9,PM,May
2014-12-24,0.502,3,PM,December
2014-04-03,0.103,12,AM,April
2014-10-14,0.662,6,AM,October
2014-01-17,3.816,7,PM,January
2014-08-21,0.209,3,AM,August
2014-01-05,1.8,3,PM,January
2014-05-19,0.166,2,AM,May
2014-09-24,0.298,11,PM,September
2014-12-28,0.779,1,PM,December
2014-02-07,0.49,1,PM,February
2014-01-31,0.784,4,PM,January
2014-09-05,0.735,11,PM,September
2014-04-23,0.219,7,AM,April
2014-09-09,0.176,12,AM,September
2014-09-13,0.718,4,PM,September
2014-08-26,0.254,1,AM,August
2014-07-05,0.655,2,AM,July
2014-06-25,0.313,1,AM,June
2014-05-10,0.576,5,PM,May
2014-12-20,1.111,11,PM,December
2014-01-12,3.132,8,PM,January
2014-02-14,0.288,2,AM,February
2014-03-30,0.528,10,AM,March
2014-03-19,0.307,2,PM,March
2014-04-08,0.131,3,PM,April
2014-08-10,0.583,11,AM,August
2014-07-13,1.728,11,AM,July
2014-12-06,1.861,6,PM,December
2014-09-15,1.008,6,AM,September
2014-07-20,1.356,10,PM,July
2014-04-15,0.056,4,AM,April
2014-10-24,0.259,9,PM,October
2014-07-07,1.426,9,PM,July
2014-09-01,0.125,2,AM,September
2014-02-25,1.469,6,AM,February
2014-11-06,0.16,2,PM,November
2014-08-26,0.216,3,AM,August
2014-01-15,0.456,1,AM,January
2014-09-14,1.235,6,PM,September
2014-06-11,1.044,11,AM,June
2014-01-05,1.248,10,AM,January
2014-09-15,1.109,7,PM,September
2014-09-20,0.244,9,PM,September
2014-09-25,0.504,9,PM,September
2014-02-27,0.466,10,AM,February
2014-08-28,0.655,9,PM,August
2014-11-29,0.414,2,PM,November
2014-12-01,0.374,3,PM,December
2014-02-03,1.546,6,PM,February
2014-08-17,0.77,1,PM,August
2014-05-22,1.206,5,PM,May
2014-08-18,0.4,9,AM,August
2014-12-18,0.431,2,PM,December
2014-11-13,0.205,8,AM,November
2014-07-04,0.816,2,PM,July
2014-10-09,0.637,7,AM,October
2014-11-29,0.459,7,AM,November
2014-07-22,1.67,9,PM,July
2014-09-06,0.297,10,PM,September
2014-11-15,0.875,8,PM,November
2014-12-03,0.211,2,AM,December
2014-11-09,0.393,4,PM,November
2014-01-09,1.176,9,PM,January
2014-03-01,0.485,11,AM,March
2014-01-28,2.07,7,AM,January
2014-11-30,0.47,3,PM,November
2014-10-02,0.097,3,AM,October
2014-05-21,0.906,5,AM,May
2014-05-11,0.742,3,PM,May
2014-12-08,0.449,2,PM,December
2014-12-16,0.719,9,PM,December
2014-09-08,0.354,12,PM,September
2014-11-26,0.146,12,AM,November
2014-06-28,0.508,3,AM,June
2014-05-12,0.275,2,PM,May
2014-05-30,1.114,6,AM,May
2014-10-05,0.31,9,PM,October
2014-05-18,0.525,2,PM,May
2014-05-03,0.269,1,AM,May
2014-03-11,0.286,9,AM,March
2014-08-02,0.97,12,AM,August
2014-08-18,0.338,12,AM,August
2014-01-03,3.42,7,PM,January
2014-11-16,0.238,9,PM,November
2014-09-18,0.174,12,AM,September
2014-04-26,0.2,12,PM,April
2014-06-01,0.918,11,AM,June
2014-10-30,0.282,10,PM,October
2014-06-07,1.798,3,PM,June
2014-11-27,0.63,6,PM,November
2014-10-11,0.264,9,PM,October
2014-11-28,0.689,7,PM,November
2014-09-19,1.075,8,PM,September
2014-01-23,2.178,5,AM,January
2014-01-26,1.308,10,AM,January
2014-10-29,0.297,12,PM,October
2014-10-07,0.173,9,AM,October
2014-07-21,2.621,6,AM,July
2014-05-19,0.518,9,PM,May
2014-07-06,0.763,5,AM,July
2014-03-11,0.336,4,PM,March
2014-09-20,0.693,3,PM,September
2014-03-05,0.552,9,PM,March
2014-07-13,2.227,12,AM,July
2014-07-12,3.494,8,AM,July
2014-10-10,0.535,5,AM,October
2014-03-08,0.926,8,AM,March
2014-11-18,0.212,8,AM,November
2014-04-24,0.356,6,AM,April
2014-04-16,0.061,3,AM,April
2014-07-03,1.085,2,PM,July
2014-09-24,0.235,4,PM,September
2014-05-06,0.444,12,PM,May
2014-06-19,0.295,2,AM,June
2014-07-05,4.32,8,PM,July
2014-07-29,1.152,10,PM,July
2014-01-04,1.14,1,PM,January
2014-01-13,2.704,5,PM,January
2014-02-21,0.509,8,AM,February
2014-02-04,0.6,12,PM,February
2014-10-06,0.102,1,AM,October
2014-08-12,0.494,3,PM,August
2014-11-21,0.948,7,PM,November
2014-03-08,0.672,2,PM,March
2014-06-15,1.588,9,AM,June
2014-06-23,0.54,12,AM,June
2014-04-25,0.589,7,PM,April
2014-08-06,0.418,8,AM,August
2014-08-16,0.356,2,AM,August
2014-11-14,0.079,4,AM,November
2014-06-03,0.785,10,AM,June
2014-02-20,0.896,7,AM,February
2014-07-24,4.493,8,PM,July
2014-09-08,1.046,7,PM,September
2014-07-30,1.224,10,PM,July
2014-11-17,0.23,9,PM,November
2014-10-13,0.309,11,PM,October
2014-01-16,2.808,6,AM,January
2014-11-10,0.18,11,PM,November
2014-03-16,0.228,5,AM,March
2014-01-15,0.9,10,PM,January
2014-02-05,0.204,4,AM,February
2014-03-13,0.941,6,PM,March
2014-04-16,0.098,12,AM,April
2014-12-29,2.178,7,PM,December
2014-06-19,0.32,4,AM,June
2014-08-18,0.522,11,AM,August
2014-11-12,0.474,7,AM,November
2014-04-27,0.294,4,PM,April
2014-05-14,0.262,3,PM,May
2014-04-13,0.189,11,AM,April
2014-05-30,1.053,6,PM,May
2014-01-28,0.468,1,AM,January
2014-12-04,0.3,12,AM,December
2014-08-02,0.648,1,PM,August
2014-01-03,0.672,3,PM,January
2014-12-13,0.959,6,AM,December
2014-02-02,1.987,8,PM,February
2014-05-18,0.461,9,PM,May
2014-08-24,0.763,11,AM,August
2014-02-17,0.594,11,PM,February
2014-02-18,0.514,8,AM,February
2014-05-04,0.542,1,PM,May
2014-05-01,0.416,10,PM,May
2014-10-03,0.144,2,AM,October
2014-05-09,0.141,2,AM,May
2014-08-27,1.344,6,PM,August
2014-01-13,1.19,11,PM,January
2014-12-28,0.594,10,PM,December
2014-04-02,0.165,11,AM,April
2014-08-15,0.413,1,PM,August
2014-07-23,0.941,1,PM,July
2014-02-17,1.584,6,AM,February
2014-08-31,0.367,2,AM,August
2014-09-20,0.441,11,AM,September
2014-10-26,1.166,7,PM,October
2014-12-02,0.231,4,AM,December
2014-07-08,0.538,1,AM,July
2014-04-14,0.176,11,PM,April
2014-11-20,0.151,2,PM,November
2014-01-04,1.14,12,PM,January
2014-05-21,0.468,12,PM,May
2014-07-31,3.974,7,PM,July
2014-07-20,2.29,4,PM,July
2014-03-18,0.288,1,PM,March
2014-05-05,0.464,12,PM,May
2014-02-03,0.475,10,AM,February
2014-02-16,1.145,4,PM,February
2014-03-31,0.404,11,AM,March
2014-11-25,0.294,9,PM,November
2014-09-06,1.386,8,PM,September
2014-09-24,0.274,8,AM,September
2014-11-20,0.794,7,PM,November
2014-09-09,0.813,6,PM,September
2014-02-21,0.756,10,PM,February
2014-07-03,4.061,7,PM,July
2014-08-17,0.799,12,PM,August
2014-06-13,0.706,2,PM,June
2014-05-22,0.456,9,PM,May
2014-05-31,0.768,6,AM,May
2014-04-21,0.18,12,PM,April
2014-12-04,0.607,9,PM,December
2014-08-05,0.576,11,AM,August
2014-06-23,2.009,6,AM,June
2014-10-05,0.67,7,AM,October
2014-05-12,1.123,5,PM,May
2014-07-13,1.31,10,AM,July
2014-04-30,0.121,8,AM,April
2014-08-29,0.418,2,PM,August
2014-04-29,0.1,12,AM,April
2014-09-09,0.449,9,PM,September
2014-11-14,0.157,4,PM,November
2014-11-26,0.18,11,AM,November
2014-05-21,0.32,3,PM,May
2014-11-20,0.478,7,AM,November
2014-10-18,0.929,8,PM,October
2014-07-29,1.397,9,PM,July
2014-03-04,1.154,6,PM,March
2014-12-26,0.701,10,PM,December
2014-04-28,0.168,11,PM,April
2014-02-19,0.672,12,PM,February
2014-05-17,0.784,11,PM,May
2014-08-11,1.373,5,AM,August
2014-10-19,0.518,5,PM,October
2014-12-27,0.607,11,AM,December
2014-07-06,1.699,12,PM,July
2014-06-13,0.891,11,AM,June
2014-01-07,2.4,6,AM,January
2014-09-14,0.354,11,PM,September
2014-11-07,0.169,8,AM,November
2014-05-23,0.85,7,AM,May
2014-02-10,1.267,6,AM,February
2014-12-14,1.683,8,PM,December
2014-01-09,2.664,6,AM,January
2014-02-09,1.541,7,AM,February
2014-09-18,0.739,5,AM,September
2014-12-09,0.353,9,AM,December
2014-04-05,0.313,3,PM,April
2014-10-19,0.331,10,AM,October
2014-12-08,0.213,4,AM,December
2014-03-28,0.294,9,PM,March
2014-12-06,0.274,4,AM,December
2014-11-05,0.218,12,PM,November
2014-09-14,0.239,5,AM,September
2014-12-15,0.462,11,AM,December
2014-09-12,0.328,3,PM,September
2014-03-13,0.371,1,PM,March
2014-10-22,0.116,2,AM,October
2014-10-14,0.768,8,PM,October
2014-06-10,0.338,1,AM,June
2014-08-01,0.384,3,PM,August
2014-12-31,0.524,1,PM,December
2014-09-05,0.732,5,AM,September
2014-01-11,0.624,1,AM,January
2014-03-25,0.339,2,PM,March
2014-06-09,0.643,9,AM,June
2014-12-25,0.589,12,PM,December
2014-06-20,0.605,8,AM,June
2014-01-08,0.816,3,PM,January
2014-04-24,0.374,6,PM,April
2014-07-25,0.394,2,AM,July
2014-04-14,0.529,7,PM,April
2014-07-20,0.698,1,AM,July
2014-12-17,0.431,8,AM,December
2014-08-21,0.235,2,AM,August
2014-06-02,0.454,9,AM,June
2014-09-01,0.314,1,PM,September
2014-01-14,0.95,10,PM,January
2014-09-07,0.5,11,AM,September
2014-11-05,0.69,5,PM,November
2014-01-03,2.352,6,PM,January
2014-07-17,0.998,1,PM,July
2014-08-20,0.278,1,AM,August
2014-07-31,0.389,2,AM,July
2014-09-15,0.724,5,AM,September
2014-09-17,0.232,3,PM,September
2014-02-05,1.296,6,AM,February
2014-08-21,1.728,7,PM,August
2014-01-30,3.276,7,PM,January
2014-08-26,0.418,12,AM,August
2014-08-22,0.335,12,AM,August
2014-05-03,0.857,9,AM,May
2014-08-16,0.893,2,PM,August
2014-09-24,0.319,10,PM,September
2014-08-21,0.252,4,AM,August
2014-10-27,0.157,9,AM,October
2014-01-07,0.368,1,AM,January
2014-01-12,2.73,8,AM,January
2014-01-18,3.816,6,PM,January
2014-12-14,0.327,2,AM,December
2014-12-21,1.94,8,PM,December
2014-07-16,0.826,1,PM,July
2014-07-01,3.557,5,PM,July
2014-10-04,0.226,9,PM,October
2014-06-30,0.734,2,PM,June
2014-06-21,0.491,5,AM,June
2014-05-01,1.086,6,PM,May
2014-07-06,2.052,9,AM,July
2014-02-07,1.176,11,PM,February
2014-05-19,0.34,11,AM,May
2014-05-12,0.34,11,AM,May
2014-02-18,0.576,12,PM,February
2014-02-09,0.677,10,AM,February
2014-10-12,0.216,4,AM,October
2014-09-06,0.611,5,PM,September
2014-07-17,0.437,2,AM,July
2014-02-21,1.31,6,AM,February
2014-03-23,0.286,1,AM,March
2014-12-24,1.516,5,PM,December
2014-04-29,0.174,11,AM,April
2014-11-09,0.62,8,AM,November
2014-01-06,1.008,9,PM,January
2014-08-29,0.552,4,PM,August
2014-05-26,0.134,2,AM,May
2014-07-11,4.301,8,PM,July
2014-08-01,0.494,1,PM,August
2014-05-02,0.368,4,PM,May
2014-05-26,1.344,6,PM,May
2014-12-31,0.44,4,PM,December
2014-08-02,0.979,2,PM,August
2014-02-19,0.394,2,PM,February
2014-10-27,0.407,9,PM,October
2014-06-11,0.756,4,PM,June
2014-04-21,0.061,2,AM,April
2014-12-24,0.209,4,AM,December
2014-02-18,0.451,1,PM,February
2014-01-20,0.376,2,AM,January
2014-09-20,0.874,8,AM,September
2014-12-06,0.713,6,AM,December
2014-02-22,0.371,5,AM,February
2014-03-12,0.218,12,AM,March
2014-08-24,2.052,7,PM,August
2014-07-14,0.576,1,AM,July
2014-03-21,0.832,5,PM,March
2014-08-18,0.408,1,PM,August
2014-09-28,1.474,7,PM,September
2014-11-01,0.243,1,PM,November
2014-12-06,0.96,5,PM,December
2014-06-18,3.013,7,PM,June
2014-08-14,0.392,12,AM,August
2014-04-22,0.062,4,AM,April
2014-12-20,0.898,12,AM,December
2014-02-14,2.131,8,PM,February
2014-05-08,0.34,12,PM,May
2014-11-10,0.189,2,PM,November
2014-07-04,1.344,11,AM,July
2014-09-08,0.496,9,PM,September
2014-03-16,0.648,3,PM,March
2014-04-13,0.077,2,AM,April
2014-10-11,0.422,12,AM,October
2014-03-18,0.179,4,AM,March
2014-01-25,1.404,1,PM,January
2014-11-09,0.956,7,PM,November
2014-04-01,0.052,2,AM,April
2014-04-01,0.064,1,AM,April
2014-11-19,0.09,3,AM,November
2014-07-27,1.75,3,PM,July
2014-07-10,0.922,1,PM,July
2014-10-19,0.983,6,PM,October
2014-12-18,1.21,5,AM,December
2014-11-06,0.102,4,AM,November
2014-05-16,0.872,11,PM,May
2014-05-03,0.723,2,PM,May
2014-04-07,0.422,8,PM,April
2014-01-31,0.97,12,PM,January
2014-10-12,0.706,7,AM,October
2014-05-28,0.291,10,AM,May
2014-01-06,3.264,8,PM,January
2014-02-26,1.296,7,AM,February
2014-06-25,0.392,3,AM,June
2014-05-17,0.384,9,PM,May
2014-01-16,0.832,4,PM,January
2014-12-05,2.042,8,PM,December
2014-02-11,0.727,9,PM,February
2014-09-15,0.248,12,AM,September
2014-08-16,0.713,10,AM,August
2014-06-25,0.691,1,PM,June
2014-08-05,1.326,5,PM,August
2014-03-27,0.141,1,AM,March
2014-03-27,0.173,4,AM,March
2014-12-31,1.94,7,PM,December
2014-11-30,0.297,10,AM,November
2014-06-26,0.634,1,PM,June
2014-05-28,0.133,3,AM,May
2014-12-22,0.779,9,PM,December
2014-08-30,1.922,7,PM,August
2014-08-04,0.582,10,PM,August
2014-03-03,0.339,2,PM,March
2014-10-02,0.643,7,AM,October
2014-09-28,0.731,7,AM,September
2014-10-11,0.684,11,PM,October
2014-01-04,0.558,3,AM,January
2014-08-01,0.528,12,PM,August
2014-09-19,1.197,7,PM,September
2014-07-07,3.187,8,PM,July
2014-10-17,0.25,8,AM,October
2014-11-22,0.139,5,AM,November
2014-03-05,0.362,2,PM,March
2014-04-11,0.086,9,AM,April
2014-08-19,0.538,8,AM,August
2014-05-18,1.354,7,PM,May
2014-08-11,0.346,9,AM,August
2014-08-08,0.204,2,AM,August
2014-05-01,0.165,3,AM,May
2014-02-11,1.404,5,PM,February
2014-02-07,1.264,7,AM,February
2014-03-31,0.378,3,PM,March
2014-02-25,1.162,5,AM,February
2014-02-23,0.335,2,AM,February
2014-12-08,1.069,7,AM,December
2014-10-30,0.228,2,PM,October
2014-08-01,1.176,11,PM,August
2014-03-09,0.412,10,PM,March
2014-06-28,0.605,9,PM,June
2014-09-26,0.134,3,AM,September
2014-10-14,0.233,8,AM,October
2014-07-20,1.339,11,AM,July
2014-03-11,0.562,9,PM,March
2014-02-06,0.552,8,AM,February
2014-11-24,0.135,12,AM,November
2014-12-01,0.361,4,PM,December
2014-11-16,0.48,8,AM,November
2014-08-22,2.189,8,PM,August
2014-02-01,0.626,10,AM,February
2014-05-20,1.67,7,PM,May
2014-07-23,0.547,2,AM,July
2014-07-30,0.413,2,AM,July
2014-03-31,1.354,7,PM,March
2014-10-29,0.653,5,AM,October
2014-09-01,0.246,4,PM,September
2014-06-29,3.434,8,PM,June
